Credit Score,Geography,Gender,Age,Customer Since,Current Account,Num of products,UPI Enabled,Estimated Yearly Income,Closed
463,Mumbai,Male,50,8,1973163.603,2,1,89248,1
518,Mumbai,Female,61,2,1335469.397,2,1,463137,1
487,Delhi,Female,26,3,0,4,1,330946,0
518,Bengaluru,Male,38,3,0,4,1,122625,0
570,Delhi,Female,30,7,2218805.641,2,0,62191,0
579,Bengaluru,Male,42,1,1314280.968,4,0,464093,0
565,Bengaluru,Female,47,8,0,4,1,110863,0
591,Bengaluru,Female,42,2,1730249.392,4,1,95193,0
417,Bengaluru,Male,41,3,965776.6863,4,1,48428,0
527,Bengaluru,Female,27,8,2273500.114,2,1,269513,0
605,Bengaluru,Female,31,1,0,2,0,225826,0
530,Bengaluru,Female,30,8,895445.7309,2,1,204632,0
457,Bengaluru,Female,44,4,0,2,1,317000,0
389,Bengaluru,Male,35,5,774885.829,2,1,303009,0
492,Bengaluru,Female,39,5,0,4,1,123859,0
597,Mumbai,Female,36,4,1559240.682,2,1,169404,0
514,Mumbai,Male,42,2,1557630.22,4,0,63418,0
437,Bengaluru,Female,30,3,2181747.641,2,1,238124,0
522,Bengaluru,Female,39,2,1749077.717,2,0,334959,0
557,Delhi,Male,50,2,0,4,0,547947,0
536,Bengaluru,Male,36,6,1050149.862,2,1,374098,0
522,Mumbai,Male,47,5,1686850.023,4,0,235898,1
460,Bengaluru,Female,35,8,0,4,1,14764,0
600,Mumbai,Female,39,5,1232767.079,2,0,233395,0
545,Bengaluru,Male,28,4,892135.1443,2,1,71702,0
501,Bengaluru,Female,42,4,1940482.055,4,0,424559,1
455,Delhi,Male,47,4,1851653.264,2,0,89417,0
413,Bengaluru,Male,39,2,0,4,1,267502,0
508,Mumbai,Male,28,6,1281878.237,2,1,458615,0
505,Delhi,Male,41,6,1467426.266,2,1,426712,0
514,Mumbai,Female,50,5,620083.9016,4,0,405970,0
623,Mumbai,Female,51,5,1398112.036,4,1,100571,0
692,Bengaluru,Male,50,8,1417976.91,2,1,543019,0
605,Mumbai,Female,31,5,1589880.77,4,1,387847,0
557,Bengaluru,Male,28,8,1570082.444,4,0,377648,0
443,Bengaluru,Male,36,5,0,4,1,340050,0
611,Bengaluru,Male,45,3,0,4,1,230627,0
480,Delhi,Male,64,3,2130155.464,5,0,525864,1
464,Bengaluru,Female,45,8,1689769.907,4,1,220701,0
597,Delhi,Male,51,3,565299.6404,4,0,259770,1
496,Bengaluru,Female,47,5,0,4,1,266905,0
561,Bengaluru,Male,39,8,1331296.231,4,0,132824,0
505,Mumbai,Male,70,6,1712825.346,2,0,207367,1
692,Delhi,Male,34,4,1070734.47,2,1,444263,0
494,Mumbai,Female,80,2,2302561.5,4,1,98050,0
439,Delhi,Female,30,4,0,4,1,132560,0
573,Bengaluru,Female,34,4,1730704.864,5,1,149252,1
544,Mumbai,Female,38,4,905398.5369,4,0,155571,0
648,Bengaluru,Female,31,1,0,2,0,410952,0
453,Mumbai,Female,92,2,1208402.53,2,1,105748,0
469,Mumbai,Female,31,6,1705038.092,2,0,475718,0
400,Mumbai,Male,44,7,581339.2142,4,1,517761,0
458,Bengaluru,Male,38,5,0,4,0,100106,0
376,Bengaluru,Female,45,4,1869036.508,4,0,359753,0
458,Bengaluru,Male,45,4,0,4,1,48232,0
601,Bengaluru,Female,50,2,1895257.612,4,1,471663,0
514,Mumbai,Male,36,4,1581695.235,2,0,308746,0
584,Delhi,Female,30,5,0,4,1,402416,0
591,Bengaluru,Male,59,4,0,2,1,312397,1
556,Delhi,Female,72,6,501155.3391,5,0,267489,1
560,Mumbai,Male,47,7,2053932.303,4,0,537629,0
447,Mumbai,Female,38,5,3045666.091,4,1,300118,0
643,Mumbai,Female,50,1,988346.0688,2,1,542989,0
462,Mumbai,Female,27,1,1411784.61,4,1,60539,0
679,Mumbai,Male,57,4,1336829.507,4,1,125648,1
592,Mumbai,Female,45,5,2080608.027,2,0,441672,0
558,Bengaluru,Female,35,5,0,4,1,490687,0
427,Bengaluru,Female,36,1,1410209.526,2,0,479961,0
505,Bengaluru,Female,28,4,1814959.003,2,1,58233,0
505,Bengaluru,Female,45,5,0,4,1,161333,0
512,Bengaluru,Male,45,8,0,4,1,118292,1
599,Bengaluru,Male,50,6,1482883.963,5,0,114857,1
422,Mumbai,Male,39,7,1895652.654,2,0,528177,0
579,Bengaluru,Female,44,4,1583349.618,2,1,388586,0
544,Bengaluru,Male,67,8,1368220.483,2,0,504077,1
427,Bengaluru,Male,41,8,0,4,1,300327,0
523,Delhi,Female,59,7,0,4,1,478730,0
613,Bengaluru,Male,62,4,0,4,1,2361,0
424,Bengaluru,Female,42,4,1297708.314,4,1,232635,0
527,Bengaluru,Male,38,3,0,2,1,149942,0
616,Delhi,Male,70,8,1483112.279,7,1,258059,1
466,Bengaluru,Female,51,2,1874220.75,2,1,72471,1
603,Bengaluru,Female,45,4,0,2,0,110161,0
470,Bengaluru,Female,38,4,2497024.066,2,1,205100,0
501,Bengaluru,Female,31,8,0,2,1,457511,0
525,Delhi,Female,61,7,0,4,1,443889,0
600,Mumbai,Male,51,1,1620018.207,2,1,379495,1
648,Delhi,Male,34,7,0,4,1,323073,0
589,Bengaluru,Male,35,5,0,4,1,411050,0
574,Delhi,Male,50,7,1133573.797,2,1,207495,0
531,Delhi,Male,105,8,0,4,1,314193,0
463,Bengaluru,Female,89,2,0,2,1,358328,1
447,Bengaluru,Female,34,4,0,4,0,70373,0
597,Bengaluru,Female,42,3,907532.4723,2,0,211715,0
557,Mumbai,Male,84,3,920144.517,2,1,190812,1
658,Bengaluru,Male,44,2,2126586.069,4,1,478925,0
539,Delhi,Female,42,4,1126075.417,2,1,132153,0
429,Bengaluru,Male,26,5,0,4,0,265103,0
601,Bengaluru,Male,32,5,0,2,0,335917,0
479,Mumbai,Female,44,7,1084882.575,2,1,271537,0
455,Delhi,Male,47,6,1944593.817,2,1,51833,0
397,Mumbai,Male,30,6,1853673.989,4,1,292614,0
532,Bengaluru,Male,47,3,0,4,1,459989,0
596,Bengaluru,Female,41,4,0,4,1,298992,0
658,Delhi,Male,59,2,0,2,1,441051,1
549,Bengaluru,Male,44,1,1268673.553,2,0,60466,1
508,Delhi,Female,36,5,705346.1425,2,0,468017,0
361,Mumbai,Female,62,3,1481668.882,2,1,117376,1
587,Bengaluru,Female,19,5,0,4,1,535601,0
617,Mumbai,Male,57,8,1135680.587,2,1,200815,0
500,Bengaluru,Female,35,6,1084586.35,2,1,7550,0
626,Mumbai,Male,54,4,1639125.689,2,1,340066,1
509,Mumbai,Male,39,4,992956.3033,4,1,447802,1
601,Delhi,Male,48,7,0,2,1,525213,1
590,Mumbai,Male,45,4,1475057.603,2,1,339885,0
461,Mumbai,Male,47,2,1287828.552,4,1,256986,0
593,Bengaluru,Female,38,3,2082758.319,2,1,33231,0
522,Mumbai,Male,42,6,660739.5731,4,0,106899,0
568,Delhi,Female,28,5,1618172.915,4,0,75769,0
614,Mumbai,Female,51,5,2312117.885,5,1,46384,1
547,Delhi,Female,51,4,0,4,1,176762,0
503,Mumbai,Male,69,4,1502127.289,2,1,365970,1
492,Bengaluru,Female,65,1,665860.5632,2,1,298334,0
534,Bengaluru,Female,56,8,1923558.884,4,0,529062,0
516,Delhi,Female,38,1,0,4,1,169858,0
562,Bengaluru,Female,42,8,2031375.772,2,1,401144,0
560,Delhi,Male,56,3,0,4,0,287417,0
419,Bengaluru,Female,36,2,0,4,1,372698,0
579,Delhi,Female,44,3,1673591.287,2,0,314516,0
629,Delhi,Female,48,8,1249846.412,2,0,176981,0
618,Delhi,Female,30,1,1884751.864,4,0,44625,0
536,Mumbai,Female,31,8,944817.7224,2,1,230513,0
335,Bengaluru,Female,31,4,0,4,0,34277,0
545,Bengaluru,Female,36,7,1639207.779,2,1,108090,0
552,Delhi,Male,45,5,0,2,0,507875,0
511,Bengaluru,Female,36,5,0,4,0,504761,0
488,Bengaluru,Male,35,6,1187802.423,2,1,364325,0
531,Mumbai,Female,28,2,2339095.514,4,0,400038,0
540,Bengaluru,Female,51,4,1015138.052,4,1,409336,0
529,Delhi,Female,19,7,0,4,1,310889,0
497,Delhi,Female,56,5,0,4,1,125722,0
507,Bengaluru,Male,53,5,0,4,0,457998,0
618,Mumbai,Female,38,5,1549357.022,4,1,162542,0
443,Delhi,Female,42,2,0,4,0,370062,0
551,Bengaluru,Male,75,1,1051413.387,2,0,8188,0
448,Mumbai,Female,39,8,1692698.752,4,1,540640,0
487,Mumbai,Female,48,3,1074459.778,2,1,524594,1
692,Bengaluru,Male,36,3,0,4,1,30575,0
533,Mumbai,Female,35,8,1420188.159,2,1,224898,0
513,Delhi,Male,45,6,1788816.826,2,1,385992,1
362,Delhi,Female,82,1,676395.9919,2,1,209789,1
495,Bengaluru,Female,34,6,901301.6272,4,1,166861,0
582,Bengaluru,Male,44,0,0,4,1,912,0
478,Mumbai,Female,39,4,1558659.202,2,1,64337,1
515,Bengaluru,Male,45,8,1681546.068,4,0,468509,0
471,Mumbai,Female,61,4,2391259.55,2,1,338466,0
450,Delhi,Male,45,1,1916751.701,4,1,121549,0
489,Bengaluru,Female,31,8,0,2,1,220265,0
600,Mumbai,Female,39,0,1752764.35,2,0,175488,0
604,Bengaluru,Male,79,4,0,2,1,36061,1
465,Delhi,Male,34,3,0,4,1,533359,0
518,Mumbai,Female,30,3,1588856.085,2,1,456069,0
431,Bengaluru,Female,45,5,1237183.001,4,1,33840,0
554,Delhi,Male,35,3,0,4,1,163514,0
692,Mumbai,Male,34,1,1696797.81,4,1,12237,0
661,Bengaluru,Female,35,1,1575744.765,2,1,72541,0
607,Mumbai,Female,38,5,1898094.828,4,1,502747,0
470,Bengaluru,Male,39,2,0,4,0,72305,0
599,Mumbai,Male,41,7,1267045.24,2,1,301481,1
559,Mumbai,Female,48,8,1768847.048,4,1,542665,0
461,Bengaluru,Female,41,1,0,4,0,23442,0
524,Mumbai,Male,35,7,1893274.161,2,1,457793,1
503,Bengaluru,Male,47,0,0,2,1,326203,0
638,Delhi,Female,44,8,1565383.944,2,0,399359,0
656,Bengaluru,Female,47,4,910852.467,2,1,391355,0
634,Bengaluru,Male,31,3,444062.61,5,1,350533,1
593,Mumbai,Male,45,1,1720978.018,2,1,530748,0
515,Bengaluru,Female,31,6,0,2,1,356795,0
577,Bengaluru,Male,35,2,0,4,0,300509,0
407,Delhi,Female,44,6,0,4,0,526086,0
599,Bengaluru,Female,31,4,0,4,0,141664,0
461,Bengaluru,Male,50,5,0,2,1,495095,1
549,Bengaluru,Female,35,1,0,5,1,235356,0
434,Bengaluru,Male,39,7,0,4,1,514816,0
537,Mumbai,Female,30,1,1501353.148,4,1,39150,0
368,Bengaluru,Male,39,7,0,4,1,409921,0
472,Bengaluru,Male,23,4,1427952.522,4,0,537670,0
459,Bengaluru,Female,27,6,961001.8614,4,0,502736,0
461,Delhi,Male,69,4,1086367.8,4,1,434513,1
574,Bengaluru,Female,44,1,0,4,1,335301,0
404,Bengaluru,Female,35,4,1658851.287,2,1,182115,0
589,Mumbai,Female,32,6,1450663.41,2,1,41691,0
579,Bengaluru,Male,39,7,0,2,1,184961,0
435,Delhi,Female,59,8,1355848.95,2,1,431137,1
546,Mumbai,Male,53,0,971993.6461,4,0,95002,0
640,Bengaluru,Female,35,2,1535235.527,4,0,218099,0
474,Bengaluru,Female,62,2,2023192.715,2,1,320409,0
653,Bengaluru,Male,45,6,1530159.984,4,0,163013,1
522,Bengaluru,Male,48,6,1448319.828,2,1,103222,0
524,Bengaluru,Male,45,8,0,2,1,10250,0
451,Bengaluru,Male,22,7,0,4,0,390895,0
534,Delhi,Male,48,5,1223865.515,4,1,96527,0
563,Delhi,Female,56,2,0,4,1,290377,0
557,Delhi,Female,38,8,1215204.615,4,1,521292,0
665,Mumbai,Male,28,6,1692069.204,2,1,162362,0
532,Bengaluru,Female,47,5,0,2,0,503782,1
576,Bengaluru,Male,53,2,2254723.593,4,1,232531,0
571,Bengaluru,Female,47,3,2016392.092,2,0,400171,0
462,Delhi,Female,45,4,0,4,1,355001,0
422,Mumbai,Female,31,8,1627140.907,4,1,439205,1
415,Bengaluru,Male,54,8,1265576.036,4,0,213375,0
480,Delhi,Female,42,5,2400910.73,2,1,351402,0
471,Mumbai,Female,50,0,1943116.228,2,1,61639,1
684,Bengaluru,Female,103,8,1334298.413,2,0,166666,0
692,Bengaluru,Female,50,0,0,4,1,121008,0
674,Delhi,Female,57,1,1362362.946,4,1,229082,1
414,Mumbai,Male,31,0,1327581.591,4,1,254526,0
399,Bengaluru,Female,31,4,0,4,1,87921,0
505,Mumbai,Male,38,2,1070213.351,4,1,122902,0
531,Bengaluru,Male,56,4,0,4,1,136192,0
550,Bengaluru,Male,38,7,1210991.731,2,0,126138,0
545,Bengaluru,Female,42,4,2412950.107,4,1,543181,0
641,Bengaluru,Female,35,4,1397974.856,2,0,244856,0
656,Bengaluru,Female,59,4,2305803.822,2,1,58741,0
535,Delhi,Female,20,6,0,4,0,422702,0
520,Bengaluru,Female,51,5,1199261.67,4,1,513163,0
592,Delhi,Male,34,0,0,2,1,333579,1
482,Delhi,Male,47,2,2974153.826,2,1,310273,0
692,Bengaluru,Male,38,4,777607.9751,4,1,421938,0
692,Mumbai,Male,39,6,1433844.013,2,0,355249,0
537,Bengaluru,Male,47,7,2351028.776,2,1,507300,0
466,Delhi,Female,53,7,0,4,0,171033,0
633,Delhi,Male,57,5,1649638.996,4,1,341644,0
469,Bengaluru,Male,48,4,1406580.239,2,0,523406,1
579,Bengaluru,Male,28,2,1746475.182,2,1,347437,0
491,Delhi,Male,72,4,1062904.968,4,1,444467,1
604,Mumbai,Male,41,2,1691017.649,4,0,129517,1
605,Delhi,Female,54,6,2172591.281,2,1,343643,0
504,Bengaluru,Male,44,3,0,4,0,319102,0
501,Delhi,Female,34,6,853289.551,4,1,448811,0
518,Bengaluru,Male,84,4,0,2,1,76970,1
669,Bengaluru,Female,35,7,1467743.072,2,1,298090,0
530,Bengaluru,Female,30,6,0,4,1,2258,0
666,Mumbai,Male,61,1,1538624.138,7,0,455264,1
526,Bengaluru,Male,42,6,1151711.003,2,0,447764,0
531,Mumbai,Female,56,8,1545373.672,5,1,415036,1
514,Bengaluru,Female,31,6,0,4,0,344884,0
444,Delhi,Male,45,5,0,2,0,105240,1
431,Bengaluru,Male,38,7,0,4,0,388708,0
663,Mumbai,Female,42,2,1376894.679,4,1,6531,0
502,Delhi,Female,80,3,1426895.747,2,1,104468,0
563,Bengaluru,Male,38,6,0,4,1,534473,0
612,Mumbai,Female,31,4,1687061.692,2,1,282013,0
566,Bengaluru,Female,28,4,1015337.309,4,0,537314,0
552,Bengaluru,Male,48,8,0,2,0,36057,0
564,Bengaluru,Female,20,1,0,4,1,9574,0
562,Delhi,Female,20,3,1252588.619,2,1,286721,0
533,Delhi,Female,38,1,1463758.402,2,1,135601,0
351,Mumbai,Female,50,7,1541376.602,4,1,345640,0
413,Mumbai,Female,41,8,1498256.021,5,1,326343,1
502,Bengaluru,Male,112,6,0,2,1,439989,0
571,Bengaluru,Female,62,3,0,4,0,260148,0
635,Mumbai,Male,59,8,943006.4621,2,1,341715,1
557,Delhi,Female,39,4,1831247.459,2,1,311355,0
557,Bengaluru,Male,27,4,1007236.495,2,0,290686,0
531,Mumbai,Male,57,0,1637831.896,4,1,106303,1
596,Bengaluru,Female,48,7,0,4,1,468201,0
410,Bengaluru,Male,35,7,3097123.433,2,0,44610,0
475,Bengaluru,Female,44,8,1277675.606,2,1,484071,0
500,Mumbai,Female,75,3,790801.2031,2,1,234769,1
387,Bengaluru,Female,42,4,0,2,1,152817,1
540,Mumbai,Female,30,7,1588832.536,4,1,241066,0
643,Bengaluru,Male,34,8,0,4,1,230494,0
427,Mumbai,Male,26,6,1719089.102,2,0,530621,0
611,Bengaluru,Female,50,4,0,4,1,223140,0
692,Bengaluru,Female,48,3,1804858.732,2,0,158484,0
559,Delhi,Female,39,3,0,4,1,483445,0
567,Delhi,Female,72,4,1377294.931,2,1,137623,1
691,Bengaluru,Male,48,5,0,4,1,463591,1
665,Bengaluru,Female,38,4,1683056.932,2,0,453616,0
474,Bengaluru,Male,47,8,0,5,1,167006,0
539,Bengaluru,Male,48,4,0,4,1,346731,0
418,Bengaluru,Female,53,1,668762.5032,4,0,144197,1
589,Bengaluru,Male,31,5,0,4,0,177349,0
496,Mumbai,Female,62,1,1428493.525,4,1,538451,1
502,Mumbai,Male,64,8,2352723.622,2,0,256010,1
506,Bengaluru,Female,39,7,0,4,1,361036,0
632,Bengaluru,Male,75,4,0,2,1,171101,1
448,Bengaluru,Male,59,5,0,4,1,525694,0
568,Delhi,Male,84,4,0,2,1,475572,0
481,Mumbai,Male,38,4,2053145.372,2,1,198022,0
443,Mumbai,Female,42,2,897918.1187,2,1,157703,0
652,Bengaluru,Male,35,4,831719.5079,2,1,103836,0
497,Bengaluru,Male,27,2,1324319.635,4,1,330977,0
555,Delhi,Female,56,4,0,2,1,12752,0
622,Bengaluru,Male,45,4,917151.4101,2,0,300849,0
502,Mumbai,Male,42,4,1469603.396,4,1,480362,1
576,Delhi,Male,35,7,2728847.851,2,1,329097,0
363,Mumbai,Female,26,3,1801178.193,2,1,484249,0
412,Delhi,Female,62,3,0,4,1,32925,0
643,Mumbai,Female,62,7,1551595.821,2,1,483504,1
453,Mumbai,Male,34,1,1672662.216,4,1,342708,0
572,Mumbai,Male,31,3,1562335.156,2,0,226925,0
405,Bengaluru,Male,31,8,0,2,1,520668,0
633,Bengaluru,Female,53,7,1591995.761,2,1,395893,0
474,Delhi,Male,56,7,724000.9069,2,1,121940,1
692,Mumbai,Male,41,0,1814555.162,4,1,271298,0
500,Bengaluru,Female,35,4,0,4,1,17058,0
480,Mumbai,Female,41,5,1086740.787,4,1,478561,0
565,Mumbai,Female,36,4,1595399.818,2,1,213453,0
508,Mumbai,Female,28,8,1122470.265,4,0,12249,0
640,Bengaluru,Male,47,5,0,4,1,230563,0
594,Delhi,Female,44,4,1509008.095,2,1,447464,0
497,Bengaluru,Female,28,6,0,4,1,431454,0
386,Mumbai,Male,38,8,2519296.602,2,1,438959,0
515,Mumbai,Female,31,5,1485056.003,2,0,83124,0
466,Mumbai,Female,32,7,1651444.48,2,1,528654,0
586,Mumbai,Female,23,0,2735917.999,4,1,285273,0
631,Mumbai,Male,44,5,2585906.262,4,0,419531,0
442,Mumbai,Female,32,5,807500.6422,2,1,484110,0
616,Delhi,Male,53,8,0,4,1,486401,0
569,Delhi,Female,27,5,900854.5915,2,0,411640,0
540,Bengaluru,Female,41,8,0,4,1,373576,0
520,Bengaluru,Female,39,7,0,4,1,467099,0
526,Bengaluru,Male,64,4,1230947.502,2,0,357662,0
462,Delhi,Male,56,3,0,4,1,80477,0
692,Mumbai,Female,50,5,967532.5514,5,0,164449,1
519,Bengaluru,Female,56,8,1864295.027,2,1,106765,0
474,Bengaluru,Female,59,3,1070030.561,2,1,164439,1
546,Delhi,Male,31,5,0,4,0,33012,0
499,Delhi,Female,45,7,1498043.316,2,1,63881,0
512,Bengaluru,Male,42,5,1680059.71,2,1,65678,0
544,Bengaluru,Female,26,1,2181863.721,2,0,102865,1
561,Mumbai,Female,27,4,1539803.082,2,0,408439,0
692,Bengaluru,Female,92,4,2392509.303,2,1,510528,0
422,Bengaluru,Male,22,7,0,2,0,459069,0
520,Mumbai,Female,28,3,2055989.885,2,0,233459,0
692,Bengaluru,Female,19,6,0,4,1,85727,0
503,Delhi,Female,35,4,1754443.698,2,0,424246,0
483,Delhi,Female,27,8,846945.866,2,1,459101,0
607,Bengaluru,Male,31,4,1293827.108,2,1,118104,0
581,Mumbai,Male,70,8,2589435.258,2,1,274334,0
509,Bengaluru,Female,54,6,1824467.025,2,0,341405,0
550,Bengaluru,Male,41,3,1077125.746,2,1,261363,0
569,Delhi,Female,34,5,1437245.262,2,0,379184,0
579,Delhi,Female,42,2,0,4,1,230089,1
574,Delhi,Female,30,3,0,4,0,497401,0
614,Mumbai,Female,28,6,1487786.065,4,0,240854,0
572,Mumbai,Male,27,1,1163704.088,2,1,174576,0
462,Bengaluru,Female,64,4,0,5,1,182437,0
537,Mumbai,Female,45,8,1773661.276,4,1,501653,0
496,Delhi,Female,35,4,1203524.325,2,1,330411,0
618,Delhi,Male,103,5,1676956.678,2,1,132183,0
457,Bengaluru,Female,36,5,0,4,0,475857,0
546,Mumbai,Female,54,5,1198530.806,2,1,298293,1
437,Delhi,Female,32,1,1254758.553,2,1,264547,0
346,Bengaluru,Female,45,4,0,4,1,540369,0
571,Mumbai,Female,41,8,1059583.648,4,1,477469,0
614,Mumbai,Male,54,6,1791560.667,2,0,393495,1
566,Mumbai,Female,32,4,1429645.596,2,1,530752,0
489,Bengaluru,Male,51,2,0,2,1,136208,1
457,Bengaluru,Male,74,3,0,5,1,17960,1
608,Delhi,Female,48,8,0,2,1,88856,1
687,Bengaluru,Male,30,4,0,4,0,337873,0
448,Bengaluru,Male,27,2,1940880.653,2,1,136386,0
595,Bengaluru,Female,32,6,0,4,1,505724,0
451,Bengaluru,Female,36,3,1485082.311,2,1,34979,0
423,Bengaluru,Female,38,3,0,4,1,286872,0
554,Mumbai,Female,59,4,1861780.331,4,0,200191,0
639,Mumbai,Male,41,2,1202329.134,2,0,101310,0
500,Bengaluru,Male,39,2,1165395.913,4,1,383074,0
489,Bengaluru,Male,44,0,0,4,1,452612,0
692,Bengaluru,Male,48,4,0,4,1,95422,0
433,Delhi,Male,89,3,0,2,1,315704,0
611,Bengaluru,Male,32,5,0,4,1,43197,0
574,Bengaluru,Male,59,0,0,4,0,410353,0
595,Mumbai,Male,51,8,888973.8903,2,0,1503,1
605,Mumbai,Female,35,4,1144709.917,2,1,218675,0
528,Bengaluru,Male,41,7,0,4,0,299136,0
644,Bengaluru,Male,65,6,0,2,1,336405,0
439,Mumbai,Male,51,3,1465488.714,5,1,152894,1
544,Bengaluru,Female,74,4,0,4,1,155831,0
553,Delhi,Female,75,8,1353517.682,2,1,10492,0
625,Mumbai,Female,42,8,1337131.708,2,1,114494,1
538,Delhi,Male,50,3,0,4,1,98606,0
486,Delhi,Male,36,2,0,4,1,12880,0
550,Bengaluru,Female,32,1,1664949.974,2,1,151788,0
666,Delhi,Male,30,7,2370649.143,2,1,281653,0
534,Bengaluru,Female,32,3,0,4,0,46863,0
479,Delhi,Male,54,1,0,2,0,345053,1
526,Bengaluru,Male,44,2,0,4,0,489754,0
521,Mumbai,Female,27,4,1057185.447,2,1,9038,0
390,Bengaluru,Female,38,4,1488034.953,4,0,310447,0
611,Bengaluru,Female,32,3,2315919.311,2,0,369391,0
441,Delhi,Female,35,2,1728342.294,2,0,437655,0
506,Bengaluru,Female,34,6,0,2,1,97015,0
537,Mumbai,Female,56,4,1348562.675,4,1,92280,0
515,Mumbai,Female,62,6,1025370.397,2,1,536836,0
500,Bengaluru,Female,62,4,1816694.977,2,1,348416,1
496,Bengaluru,Female,41,4,1685797.017,4,1,281213,0
500,Bengaluru,Male,44,4,794851.251,2,1,208345,0
632,Bengaluru,Male,31,8,1716341.206,2,1,448638,1
369,Bengaluru,Female,31,5,0,2,0,543519,1
583,Bengaluru,Male,44,1,0,4,1,273057,0
496,Bengaluru,Male,74,6,787726.676,7,0,310229,1
507,Mumbai,Female,50,1,2030090.868,4,1,276270,0
382,Bengaluru,Female,36,1,1658390.636,2,1,447902,0
435,Delhi,Male,36,3,2063753.244,2,0,546150,0
687,Bengaluru,Male,30,8,0,4,1,153941,0
581,Bengaluru,Male,100,3,0,2,1,237636,0
631,Mumbai,Male,109,5,1782595.411,2,1,103667,0
422,Bengaluru,Female,56,3,0,4,1,209641,0
564,Bengaluru,Male,30,7,0,4,1,434389,0
507,Bengaluru,Male,24,6,2009532.403,4,1,299931,0
530,Mumbai,Male,38,8,2023554.023,2,1,181897,1
614,Bengaluru,Female,42,5,0,2,1,318210,0
572,Bengaluru,Male,48,5,1363405.757,2,1,318554,0
470,Bengaluru,Male,42,4,0,2,1,218863,0
402,Bengaluru,Male,39,8,1408482.812,4,1,503454,0
692,Mumbai,Male,34,1,1345391.583,2,1,362134,0
546,Bengaluru,Female,28,4,0,4,0,331228,0
615,Mumbai,Male,38,2,2010112.316,2,0,533130,0
583,Bengaluru,Female,44,6,1165691.959,2,0,518311,0
396,Delhi,Male,41,1,1869107.078,2,1,531730,0
505,Bengaluru,Female,80,4,0,2,0,86693,1
692,Mumbai,Female,67,2,1113410.306,4,1,101321,0
586,Delhi,Female,36,3,1590663.709,4,1,391533,0
547,Bengaluru,Female,57,1,0,2,0,250901,0
475,Mumbai,Male,69,1,863267.1725,2,0,378627,1
605,Bengaluru,Female,35,8,0,4,1,480165,0
517,Bengaluru,Male,59,7,1708791.766,4,1,118499,0
387,Bengaluru,Male,35,7,1511598.337,2,1,276221,0
563,Bengaluru,Female,31,4,0,2,1,210299,1
532,Bengaluru,Female,31,4,1745538.631,2,1,401976,0
654,Mumbai,Male,36,8,1837936.623,2,1,220513,0
574,Delhi,Female,53,0,2673435.23,2,1,188667,1
674,Bengaluru,Female,34,8,0,2,0,450039,0
557,Bengaluru,Female,35,8,1209264.461,4,0,185213,0
596,Bengaluru,Male,47,8,0,4,1,422454,0
423,Bengaluru,Male,44,4,0,4,1,154496,0
552,Bengaluru,Female,48,2,2008126.949,2,1,38586,0
523,Bengaluru,Male,36,0,1828887.699,2,1,506478,0
498,Delhi,Male,65,4,1949878.516,2,0,269334,1
631,Bengaluru,Female,54,7,0,2,1,357211,0
625,Bengaluru,Female,50,4,0,5,0,166271,0
346,Delhi,Male,22,6,2396260.569,4,0,373618,1
495,Mumbai,Male,44,7,1262915.036,4,1,375577,0
581,Mumbai,Male,54,8,1307099.498,4,1,449656,0
472,Delhi,Female,91,3,2112002.18,2,1,20327,0
578,Mumbai,Male,82,8,2010352.826,2,1,133078,1
531,Delhi,Male,50,3,953352.9482,4,1,103879,0
648,Mumbai,Male,47,1,1201375.495,2,1,486388,0
656,Mumbai,Female,41,7,2365704.092,4,1,292380,0
670,Mumbai,Female,79,7,1767682.305,5,0,419322,1
574,Delhi,Male,45,7,1938149.09,2,1,32008,0
545,Bengaluru,Female,92,4,0,4,1,31308,0
692,Delhi,Female,32,2,1884776.881,2,1,16380,0
575,Bengaluru,Male,36,2,594189.319,2,1,228327,0
496,Mumbai,Male,94,4,991319.6006,5,0,528085,1
542,Bengaluru,Male,47,2,0,4,0,99652,0
532,Bengaluru,Male,39,2,1064230.026,2,1,237721,0
381,Bengaluru,Male,50,4,0,4,1,343317,0
587,Mumbai,Male,47,5,1038559.422,4,0,418878,0
406,Delhi,Male,50,0,1992271.07,2,1,40739,1
637,Delhi,Male,53,3,928485.2912,2,1,449919,1
602,Bengaluru,Female,53,8,0,2,0,264472,1
668,Mumbai,Male,42,4,1307443.723,4,0,349091,0
494,Bengaluru,Female,26,3,0,4,0,512484,0
534,Bengaluru,Female,45,8,0,4,1,270956,0
531,Mumbai,Female,48,8,2210396.824,2,1,488716,0
608,Delhi,Female,42,1,0,4,0,494683,0
583,Delhi,Female,36,1,1191376.441,2,0,532809,0
528,Bengaluru,Male,65,7,478276.3879,2,1,114686,0
503,Bengaluru,Female,59,6,0,2,1,38144,1
613,Mumbai,Male,57,1,1714985.317,2,1,540967,0
522,Mumbai,Female,50,3,1557025.938,4,1,456230,0
571,Bengaluru,Female,54,0,913492.161,2,1,75277,0
512,Delhi,Female,35,3,0,4,1,42207,0
466,Bengaluru,Female,42,1,1747058.131,2,0,304788,0
610,Bengaluru,Male,27,1,2068660.577,4,1,54583,0
557,Bengaluru,Male,36,5,0,4,0,511761,0
530,Mumbai,Male,24,6,368939.8567,2,1,488627,0
492,Bengaluru,Male,64,8,1280481.985,2,1,453648,1
